ID	Title	SortNum	PS	Vendor	PSSub	SubVendor	Quantity	Qnotes	ExpressionValue	Price	Subtotal	ExpressionValue2	Quantity2	QNotes2	Subtotal2	ExpressionValue3	Quantity3	QNotes3	LineTotal	Pup	PMCompile	Attachments
270		10	3ft sidewalk (Lineal Ft)	Stel Marr Concrete	27.5 mpa exposed mix (Villeneuve) - Sidewalk	Stel Marr Concrete	0.012		*	$295.00	$3.54				$3.54				$3.54	No	No	0
253		10	10ft deck pile	David Mills	20 Mpa (air) concrete-Footing Piles	Stel Marr Concrete				$202.00	$202.00	*	0.253		$51.11				$51.11	No	No	0
273		10	4ft sidewalk (Lineal Ft)	Stel Marr Concrete	27.5 mpa exposed mix (Villeneuve) - Sidewalk	Stel Marr Concrete														No	No	0
266		10	Perimeter concrete walls(9Ft from 8Ft)	Stel Marr Concrete	20 mpa (air) concrete walls	Stel Marr Concrete	0.0186		*	$202.00	$3.76	*	1		$3.76				$3.76	No	No	0
399		10	Stained Jatoba Hardwood Floor	Salvi Homes	Appalachian-Jatoba Brazilian Cherry Stained (Prefin 3 1/4In Select and Better)	TRC Distribution	1.08		*	$6.79	$7.33				$7.33				$7.33	No	No	0
401		10	Bamboo Hardwood Floor	Salvi Homes	Teragren signature VG caramelized bamboo (5/8 x 3 5/8)	TRC Distribution	1.08		*	$4.49	$4.85				$4.85				$4.85	No	No	0
403		10	Strand Bamboo Hardwood Floor	Salvi Homes	Synergy Strand Bamboo (1/2 x 3 3/4)	TRC Distribution	1.08		*	$4.49	$4.85				$4.85				$4.85	No	No	0
397		10	Black Walnut Hardwood Floor	Salvi Homes	Appalacian-American Black Walnut Excel (Prefin 2 1/4In)	TRC Distribution	1.08		*	$6.89	$7.44				$7.44				$7.44	No	No	0
395		10	Hickory Hardwood Floor	Salvi Homes	Appalacian-Hickory (Prefin 2 1/4In Millrun)	TRC Distribution	1.08		*	$4.99	$5.39				$5.39				$5.39	No	No	0
391		10	Stained Maple Hardwood Floor	Salvi Homes	Appalacian-Maple Stained (Prefin 2 1/4In Estate Grade)	TRC Distribution	1.08		*	$3.79	$4.09				$4.09				$4.09	No	No	0
393		10	Natural Maple Hardwood Floor	Salvi Homes	Appalacian-Maple Natural (Prefin 2 1/4In Select and Better)	TRC Distribution	1.08		*	$3.79	$4.09				$4.09				$4.09	No	No	0
27		10	13Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	13		*	$2.25	$29.25				$29.25				$29.25	No	No	0
257		10	12ft deck pile	David Mills	12Ft Piles	Waytec Enterprises				$27.00	$27.00				$27.00				$27.00	No	No	0
26		10	12Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	12		*	$2.25	$27.00				$27.00				$27.00	No	No	0
28		10	14Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	14		*	$2.25	$31.50				$31.50				$31.50	No	No	0
29		10	15Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	15		*	$2.25	$33.75				$33.75				$33.75	No	No	0
30		10	16Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	16		*	$2.25	$36.00				$36.00				$36.00	No	No	0
31		10	17Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	17		*	$2.25	$38.25				$38.25				$38.25	No	No	0
32		10	18Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	18		*	$2.25	$40.50				$40.50				$40.50	No	No	0
33		10	19Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	19		*	$2.25	$42.75				$42.75				$42.75	No	No	0
34		10	20Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	20		*	$2.25	$45.00				$45.00				$45.00	No	No	0
252		10	10ft deck pile	David Mills	10Ft Piles	Waytec Enterprises				$22.50	$22.50				$22.50				$22.50	No	No	0
25		10	11Ft Piles	Waytec Enterprises	12 inch pile	Waytec Enterprises	11		*	$2.25	$24.75				$24.75				$24.75	No	No	0
