ID	Title	SortNum	PS	ProductNum	OldPriceEffective	OldPrice	OldPriceEB	OldPriceEBO	Price	PriceEB	PriceEBO	MU	LastUpdate	NewUpdate	NewUpdateEB	NewUpdateEBO	Effective	Comments	Vendor	Category	PUP	PMCompile	SellPriceOld	SKU	SellPrice	Attachments
82		1	Avery 5162 Label						$32.39			1.45	2013-09-25						Staples	Labels	No	No			$46.97	0
83		2	HP Brochure Paper 180g Glossy 8.5x11									1.45	2013-09-25						Staples	Paper	No	No			$0.00	0
84		10	Earplugs						$31.40			1	2013-10-21						Gregg Distributors	Safety	No	No		Max-1	$31.40	0
85		20	First aid kit						$31.57			1	2013-10-21						Gregg Distributors	Safety	No	No		F882N260	$31.57	0
86		170	Multi Purpose Cleaner 4l jug						$26.49			1	2013-10-21						Gregg Distributors	Cleaning	No	No		C26804	$26.49	0
87		180	Glass Cleaner						$17.82			1	2013-10-21						Gregg Distributors	Cleaning	No	No		CP006722	$17.82	0
88		30	Half Mask Respirator						$13.79			1	2013-10-21						Gregg Distributors	Safety	No	No		6200	$13.79	0
89		50	Respirator Cartridges Varnish						$16.05			1	2013-10-21					For use with formaldehyde and certain organic vapours.	Gregg Distributors	Safety	No	No		6005	$16.05	0
90		60	Respirator Cleaning Wipe									1	2013-10-21						Gregg Distributors	Safety	No	No		07065		0
91		80	P100 Disposable Respirator Asbestos						$13.58			1	2013-10-21						Gregg Distributors	Safety	No	No		8293	$13.58	0
92		40	Paslode Fuel Cell (12/case)						$9.95			1.45	2013-10-24						Prime Fasteners	Fasteners	No	No			$14.43	0
93		10	Paslode .12 x 3 1/4 smooth shank strip nails. 30 deg. (3000 bx)						$35.28			1.45	2013-10-24						Prime Fasteners	Fasteners	No	No			$51.16	0
94		80	Degreaser solvent gun cleaner						$11.50			1.45	2013-10-25						Prime Fasteners	Tool Maintenance	No	No			$16.68	0
95		50	Chalk 5lb Redline						$29.95			1.45	2013-10-25						Prime Fasteners	Marking and Measuring	No	No			$43.43	0
96		60	Chalk 5lb Blackline						$29.95			1.45	2013-10-25						Prime Fasteners	Marking and Measuring	No	No			$43.43	0
97		70	Wintergrade Gun Oil (16oz)						$10.00			1.45	2013-10-25						Prime Fasteners	Compressor Supplies	No	No			$14.50	0
98		10	R12 Fibreglass insulation contractor-15x47x3.5 (97.9 sqft)						$24.28			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes		800361	$35.21	0
99		20	R20 Fibreglass insulation space saver-15x47x6 (78.4 sqft)						$32.77			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$47.52	0
100		30	R20 Fibreglass insulation space saver-19x48x6 (99.4 sqft)						$41.55			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$60.25	0
101		40	R20 Fibreglass insulation space saver-23x47x6 (120 sqft)						$50.16			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$72.73	0
102		50	R28 Fibreglass ceiling insulation -16x48x8.5 (53.3 sqft)						$30.38			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$44.05	0
103		60	R28 Fibreglass ceiling insulation -23x48x8.5 (76.7 sqft)						$43.72			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$63.39	0
104		70	R28 Fibreglass ceiling insulation -24x48x8.5 (80 sqft)						$45.60			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$66.12	0
105		80	R40 Fibreglass ceiling insulation -24x48x10 3/8 (48 sqft)						$38.78			1.45	2013-10-28						Consolidated Gypsum	Insulation, poly and tape	No	Yes			$56.23	0
107		110	8ft 6mil poly CGSB 102in x 118ft (1000 sqft)						$45.00			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$65.25	0
108		120	9ft 6mil poly CGSB 114in x 106ft (1000 sqft)						$45.00			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$65.25	0
109		130	10ft 6mil poly CGSB 124in x 97ft (1000 sqft)						$45.00			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$65.25	0
110		140	12ft 6mil poly CGSB 144in x 100ft (1200 sqft)						$68.00			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$98.60	0
111		150	20ft 6mil poly CGSB 240in x 100ft (2000 sqft)						$90.00			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$130.50	0
112		1	Pot Light Poly Hat (via Park Lighting)									1.45	2013-10-28						Park Lighting	Insulation, poly and tape	No	No			$0.00	0
113		180	Lite Poly 8Ft 1500 SqFt Roll (1 mil)						$15.10			1.45	2014-02-08					For Service and General Construction	Consolidated Gypsum	Insulation, poly and tape	No	No			$21.90	0
114		190	Medium Poly 8Ft 1500SqFt Roll (2mil)						$27.25			1.45	2014-02-08					For Service and General Construction	Consolidated Gypsum	Insulation, poly and tape	No	No			$39.51	0
115		160	Red tuck tape						$9.95			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$14.43	0
116		170	Chemtron Metaseal Acoustical sealant 825ml						$5.95			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No		118629	$8.63	0
117		90	Pro-Pink loose fill insulation (15kg bag)						$30.00			1.45	2014-02-08						Consolidated Gypsum	Insulation, poly and tape	No	No			$43.50	0
118		200	OC Foamular C200 R-5 (1in x 2ft x 8ft)						$23.87			1.45	2013-10-28					24 per bundle (XPS Type 4 from Owens Corning - comp 20psi)	Consolidated Gypsum	Insulation, poly and tape	No	Yes			$34.61	0
121		210	OC Foamular C300 R7.5 (1.5in x 2ft x 8ft)						$17.33			1.45	2013-10-28					16 per bundle (XPS Type 4 from Owens Corning - comp 30psi)	Consolidated Gypsum	Insulation, poly and tape	No	Yes			$25.13	0
122		220	OC Foamular C300 R10 (2in x 2ft x 8ft)						$11.99			1.45	2013-10-28					12 per bundle (XPS Type 4 from Owens Corning - comp 30psi)	Consolidated Gypsum	Insulation, poly and tape	No	Yes			$17.39	0
123		230	OC Codeboard R5 (1in x 4ft x 8ft)						$19.80			1.45	2013-10-28					15 per bundle (XPS Type 4 from Owens Corning - comp 20psi)	Consolidated Gypsum	Insulation, poly and tape	No	Yes			$28.71	0
124		240	OC Codeboard R7.5 (1.5in x 4ft x 8ft)						$29.70			1.45	2013-10-28					10 per bundle (XPS Type 4 from Owens Corning - comp 20psi)	Consolidated Gypsum	Insulation, poly and tape	No	Yes			$43.07	0
125		250	OC Codeboard R10 (2in x 4ft x 8ft)						$8.00			1.45	2013-10-28					8 per bundle (XPS Type 4 from Owens Corning - comp 20psi)	Consolidated Gypsum	Insulation, poly and tape	No	Yes			$11.60	0
126		260	OC Codeboard R10 (2in x 4ft x 9ft)									1.45	2013-10-28					?? Per bundle (XPS Type 4 from Owens Corning - comp 20psi)	Consolidated Gypsum	Insulation, poly and tape	No	No			$0.00	0
127		370	Sheetrock standard 1/2in (4x8)						$8.70			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$12.62	0
128		380	Sheetrock standard 1/2in (4x9)						$9.79			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$14.20	0
129		390	Sheetrock standard 1/2in (4x10)						$10.88			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$15.78	0
130		400	Sheetrock standard 1/2in (4x12)						$13.06			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$18.94	0
131		410	Sheetrock standard 1/2in (4x14)						$15.23			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$22.08	0
132		420	Sheetrock standard 1/2in (4ft 6in x 12ft)						$19.66			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$28.51	0
133		440	Sheetrock ceiling board 1/2in (4x14)						$20.10			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$29.15	0
134		450	Sheetrock flexible board 1/4in (4x8)						$12.64			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$18.33	0
135		460	Sheetrock flexible board 1/4in (4x12)						$18.96			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$27.49	0
136		470	Sheetrock Water Resistant 1/2in (4x8)						$17.34			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$25.14	0
137		500	Sheetrock Fireguard Type X 5/8in (4x8)						$11.65			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$16.89	0
138		520	Sheetrock Fireguard Type X 5/8in (4x10)						$14.56			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$21.11	0
140		510	Sheetrock Fireguard Type X 5/8in (4x9)						$13.10			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$19.00	0
142		530	Sheetrock Fireguard Type X 5/8in (4x12)						$17.47			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$25.33	0
144		540	CGC Durock cement board (3x5)						$18.82			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$27.29	0
145		550	CGC Durock cement board (4x8)						$40.16			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$58.23	0
146		560	Grabber GDWA drywall adhesive 28oz						$4.95			1.45	2014-01-16					12 tubes per case	Consolidated Gypsum	Drywall	No	No			$7.18	0
147		270	Input MSF>Drywall 1/2in light						$272.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$394.40	0
148		280	Input MSF>Drywall 5/8 type x						$364.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$527.80	0
149		290	Input MSF>Drywall 1/2 fireguard C						$359.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$520.55	0
150		300	Input MSF>Drywall 1/2 cd						$359.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$520.55	0
151		310	Input MSF>Drywall 1/2 54 x 12						$364.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$527.80	0
152		320	Input MSF>Drywall 1/4 flex						$395.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$572.75	0
153		360	Input MSF>Cement Board						$1,255.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$1,819.75	0
154		430	Sheetrock ceiling board 1/2in (4x12)						$17.23			1.45	2013-10-28						Consolidated Gypsum	Drywall	No	Yes			$24.98	0
155		330	Input MSF> Moisture Resistant						$542.00			1.45	2013-10-28					Cost per 1000 sqft	Consolidated Gypsum	Drywall	No	No			$785.90	0
156		340	Input MSF> 1/2in Glasroc Resistant						$715.00			1.45	2013-11-13					Cost per 1000 sqft.  Full fibreglass coating for exterior use	Consolidated Gypsum	Drywall	No	No			$1,036.75	0
157		350	Input MSF> 5/8in Glasroc Resistant						$775.00			1.45	2013-11-13					Cost per 1000 sqft.  Full fibreglass coating for exterior use	Consolidated Gypsum	Drywall	No	No			$1,123.75	0
158		480	Glasroc Water Resistant 1/2in (4x8)						$22.88			1.45	2013-11-13						Consolidated Gypsum	Drywall	No	Yes			$33.18	0
159		490	Glasroc Water Resistant 5/8in (4x8)						$24.80			1.45	2013-11-13						Consolidated Gypsum	Drywall	No	Yes			$35.96	0
160		220	Stanley Hickory 12lb Sledge hammer						$50.87			1	2013-11-15						Gregg Distributors	Tools	No	No		56-812	$50.87	0
161		230	Irwin Marathon Framing saw blade 7.25 (24 tooth)						$13.49			1	2013-11-15						Gregg Distributors	Tools	No	No		24030	$13.49	0
162		270	50 watt standard incadescent light bulb						$0.81			1	2013-11-15						Gregg Distributors	Service	No	No		12V	$0.81	0
163		280	Dow 786 Midew resistant silicone sealant (300ml Translucent)						$7.87			1	2013-11-15						Gregg Distributors	Service	No	No		786TWC	$7.87	0
164		290	Dow 786 Midew resistant silicone sealant (300ml Clear)						$7.87			1	2013-11-15						Gregg Distributors	Service	No	No		786CLC	$7.87	0
165		20	5/8 x 4 x 8 White Uniboard Melamine (softwood pc)						$19.90			1.45	2013-11-20						Upper Canada Forest Products	Sheet Goods	No	No			$28.86	0
166		30	1/4 x 4 x 8 MDF						$13.00			1.45	2013-11-20						Upper Canada Forest Products	Sheet Goods	No	No			$18.85	0
167		40	1/2 x 4 x 8 MDF						$17.25			1.45	2013-11-20						Upper Canada Forest Products	Sheet Goods	No	No			$25.01	0
168		10	Freight						$55.00			1.45	2013-11-20						Upper Canada Forest Products	Sheet Goods	No	No			$79.75	0
169		10	SATAjet 4000RP Digital Spray Gun						$612.50			1	2013-11-28						Eurotech (SATA)		No	No			$612.50	0
170		20	Pam 1.25In screws (per 1000)						$26.62			1.45	2013-12-02						Prime Fasteners	Fasteners	No	No			$38.60	0
171		30	Pam 1.75In screws (per 1000)						$28.00			1.45	2013-12-02						Prime Fasteners	Fasteners	No	No			$40.60	0
172		10	Dual hose set for Sata Dolphin Pump (640225)						$175.00			1.45	2013-12-02						Bellare Industrial Coatings Inc	Spray Equipment	No	No			$253.75	0
173		10	Mark and place piles for footing						$15.00			1.45	2008-07-30					Each @	Fearon Contracting		No	No			$21.75	0
174		90	Tag-Lubrication Records						$0.77	Rob	2013-06-12	1	2013-12-06		Rob	2013-06-12			Gregg Distributors	Safety	No	No		TRS251CTP	$0.77	0
175		100	Tag-Inspection Records						$0.77	Rob	2013-06-12	1	2013-12-06		Rob	2013-06-12			Gregg Distributors	Safety	No	No		TRS307CTP	$0.77	0
176		110	Tag-Maintenance Records						$0.77	Rob	2013-06-12	1	2013-12-06		Rob	2013-06-12			Gregg Distributors	Safety	No	No		TRS309CTP	$0.77	0
177		120	Tag-DO NOT USE						$0.77			1	2013-12-06						Gregg Distributors	Safety	No	No		MGT219CTP	$0.77	0
178		130	Tag-Propane cylinder usage						$0.77			1	2013-12-06						Gregg Distributors	Safety	No	No		MGT206CTP	$0.77	0
179		260	Jerry Can stops						$2.42			1	2013-12-06						Gregg Distributors	Tool Maintenance	No	No		08499	$2.42	0
180		240	Four Plug outlet						$37.09			1	2013-12-06						Gregg Distributors	Tools	No	No		502177	$37.09	0
181		300	Dow 736 Heat Resistant Cauking (300ml)						$30.66			1	2013-12-06						Gregg Distributors	Service	No	No		736REC	$30.66	0
182		250	Two-cycle oil fuel additive (250ml)						$2.75			1	2013-12-06						Gregg Distributors	Tool Maintenance	No	No		501	$2.75	0
183		150	Leather roper glovers						$18.77			1	2013-12-19						Gregg Distributors	Safety	No	No		152	$18.77	0
184		160	Insulated drivers gloves						$27.21			1	2013-12-19						Gregg Distributors	Safety	No	No		111	$27.21	0
185		40	3M N95 Dust masks						$1.04			1	2013-12-06						Gregg Distributors	Service	No	No		8210	$1.04	0
186		10	18.9 L Water bottle						$7.00			1.45	2013-12-07						Water Pure and Simple		No	No			$10.15	0
187		20	Environmental Surcharge						$4.00			1.45	2013-12-19						Water Pure and Simple		No	No			$5.80	0
188		10	Yearly dues-Edmonton						$560.00			1	2013-12-07						Canadian Home Builders Association		No	No			$560.00	0
189		20	Yearly dues-Alberta						$800.00			1	2013-12-07						Canadian Home Builders Association		No	No			$800.00	0
190		30	Yearly dues-National						$300.00			1	2013-12-07						Canadian Home Builders Association		No	No			$300.00	0
192		10	 Estimated year end fees-Salvi/IHI						$28,000.00			1.45	2013-12-07						Mowbrey Gil		No	No			$40,600.00	0
200		30	Estimated year end fees-Diablo (1484666 AB Ltd)						$1,250.00			1.45	2013-12-07						Mowbrey Gil		No	No			$1,812.50	0
201		40	Estimated year end fees-Capomastro						$1,200.00			1.45	2013-12-07						Mowbrey Gil		No	No			$1,740.00	0
202		50	Estimated year end fees-Harbinger						$1,000.00			1.45	2013-12-07						Mowbrey Gil		No	No			$1,450.00	0
203		10	Office Cleaning (ea)						$135.00			1.45	2013-12-19						OCD Clean		No	No			$195.75	0
204		10	Photocopier Usage Lease (per quarter)						$186.50			1.45	2013-12-08					Old Machine	Ricoh		No	No			$270.43	0
205		10	Security Monitoring (Office)						$20.00			1.45	2013-12-08						Integrated Home Systems	Security Monitoring	No	No			$29.00	0
206		20	Security Monitoring c/w cell backup (Showhome)						$29.95			1.45	2013-12-08						Integrated Home Systems	Security Monitoring	No	No			$43.43	0
208		10	Monthly Power Usage - Completed Spec Home						$120.00	Rob	2013-12-19	1	2013-12-08		Rob	2013-12-19			Enmax Energy		No	No			$120.00	0
209		20	Monthly Power Usage - Showhome 1041						$220.00	Rob	2013-12-19	1	2013-12-08		Rob	2013-12-19			Enmax Energy		No	No			$220.00	0
210		30	Monthly Power Usage - WIP						$140.00	Rob	2013-12-19	1	2013-12-08		Rob	2013-12-19			Enmax Energy		No	No			$140.00	0
211		60	Monthly Power Usage - Office 98 Sioux Road						$300.00	Rob	2013-12-19	1	2014-01-09		Rob	2013-12-19			Enmax Energy		No	No			$300.00	0
212		70	Monthly Power Usage - Office 106 Sioux Road						$100.00	Rob	2013-12-19	1	2014-01-09		Rob	2013-12-19			Enmax Energy		No	No			$100.00	0
213		10	Monthly Gas Usage - Completed Spec Home						$90.00			1	2013-12-08						Direct Energy		No	No			$90.00	0
214		20	Monthly Gas Usage - Showhome 1041						$110.00			1	2013-12-08						Direct Energy		No	No			$110.00	0
215		30	Monthly Gas Usage - WIP						$70.00			1	2013-12-08						Direct Energy		No	No			$70.00	0
216		40	Monthly Winter Gas Usage - Office 98 Sioux Road						$340.00			1	2014-01-24						Direct Energy		No	No			$340.00	0
217		50	Monthly Winter Gas Usage - Office 106 Sioux Road						$160.00			1	2014-01-24						Direct Energy		No	No			$160.00	0
218		10	DMS1 Sealer and International Scales Let Rte						$45.00			1.45	2013-12-08						Pitney Bowes		No	No			$65.25	0
219		20	P7EC PSD Meter						$87.00			1.45	2013-12-08						Pitney Bowes		No	No		SN912932	$126.15	0
220		30	Meter Postage Refill (Reference P7EC/SN-5127428)						$210.00			1.45	2013-12-08						Pitney Bowes		No	No			$304.50	0
221		10	Drafting and Design Services (hr)						$40.00			1.45	2013-12-08						507460 Alberta Ltd		No	No			$58.00	0
222		10	Gold Package Hosting (yr)						$460.00			1.45	2013-12-08						Logical Hosting		No	No			$667.00	0
223		20	Daily Backups (yr)						$250.00			1.45	2013-12-08						Logical Hosting		No	No			$362.50	0
224		10	Retail Basic Cable						$20.00			1.45	2013-12-08						Shaw Business	Showhome 1041	No	No			$29.00	0
225		20	Shaw Digital Terminal						$19.95			1.45	2013-12-08						Shaw Business	Showhome 1041	No	No			$28.93	0
226		30	Static IP Address						$9.95			1.45	2013-12-08						Shaw Business	Showhome 1041	No	No			$14.43	0
227		40	Business Internet						$82.95			1.45	2013-12-08						Shaw Business	Showhome 1041	No	No			$120.28	0
228		50	Business Phone Plus						$20.95	Rob	2013-12-08	1.45	2013-12-08						Shaw Business	Showhome 1041	No	No			$30.38	0
229		60	Retail Internet Bundle						$20.00			1.45	2013-12-08						Shaw Business	Showhome 134	No	No			$29.00	0
230		70	Business Phone Plus						$20.95	Rob	2013-12-08	1.45	2013-12-08						Shaw Business	Showhome 134	No	No			$30.38	0
231		90	Voice Usage (est)						$20.00			1.45	2013-12-08						Shaw Business	Office Phones	No	No			$29.00	0
232		80	Monthly office phone service						$472.50			1.45	2013-12-08						Shaw Business	Office Phones	No	No			$685.13	0
233		10	Office Internet Elite						$85.95			1.45	2013-12-08						Telus		No	No			$124.63	0
234		20	Office Static IP						$9.95			1.45	2013-12-08						Telus		No	No			$14.43	0
235		10	Showhome Sales Centre Cleaning (primary)						$65.00			1.45	2013-12-08						Mona Blair		No	No			$94.25	0
236		20	Spec Home Re-Clean		2013-12-08	$40.00			$50.00			1.45	2013-12-19						Mona Blair		Yes	No			$72.50	0
237		30	Hourly Cleaning						$40.00			1.45	2014-01-22						Mona Blair		No	No			$58.00	0
238		10	SPN Earlug Ad (Color)						$100.00			1.45	2013-12-10						Sherwood Park News		No	No			$145.00	0
239		20	SPN 1/2 Page Ad (BW)						$475.00			1.45	2013-12-10						Sherwood Park News		No	No			$688.75	0
240		30	SPN Full Page Ad (Color)						$925.00			1.45	2013-12-10						Sherwood Park News		No	No			$1,341.25	0
241		10	SPN Earlug Ad (Color)						$100.00			1.45	2013-12-10						Think Tank Advertising and Design	Print Media Advertising	No	No			$145.00	0
242		20	SPN 1/2 Page Ad (BW)						$475.00			1.45	2013-12-10						Think Tank Advertising and Design	Print Media Advertising	No	No			$688.75	0
243		30	SPN Full Page Ad (Color)						$925.00			1.45	2013-12-10						Think Tank Advertising and Design	Print Media Advertising	No	No			$1,341.25	0
244		40	Grocery Divider Ad bar (1 store w 7-10 bars-4 weeks)						$515.00			1.45	2013-12-10						Think Tank Advertising and Design	Grocery Signs	No	No			$746.75	0
245		50	Grocery Self Checkout Kiosk (Cost per kiosk-4 weeks)						$240.00			1.45	2013-12-10						Think Tank Advertising and Design	Grocery Signs	No	No			$348.00	0
246		60	Update adbar and kiosk creative						$102.00			1.45	2013-12-10						Think Tank Advertising and Design	Grocery Signs	No	No			$147.90	0
247		70	Production Cost-Transit Ultratail						$750.00			1.45	2013-12-10						Think Tank Advertising and Design	Bus and Shelter Leasing	No	No			$1,087.50	0
248		80	Transit Ultratail lease (1 bus-4 weeks)						$1,000.00			1.45	2013-12-10						Think Tank Advertising and Design	Bus and Shelter Leasing	No	No			$1,450.00	0
249		1	Monthly Agency Services						$1,250.00			1.45	2013-12-10						Think Tank Advertising and Design	Management	No	No			$1,812.50	0
250		90	Transit Shelter Lease (4 weeks)						$650.00			1.45	2013-12-11						Think Tank Advertising and Design	Bus and Shelter Leasing	No	No			$942.50	0
251		100	Digital Sign (guesstimate)						$1,200.00			1.45	2013-12-11						Think Tank Advertising and Design	Digital OOH Signs	No	No			$1,740.00	0
252		2	Graphic and Creative Design (Hr)						$90.00			1.45	2013-12-11						Think Tank Advertising and Design	Graphic Design	No	No			$130.50	0
253		10	Blue Cross - Group B						$246.34			1	2013-12-11						Alberta Blue Cross		No	No			$246.34	0
254		20	Blue Cross - Group Blank						$962.65			1	2013-12-11						Alberta Blue Cross		No	No			$962.65	0
255		30	Blue Cross - Group EAP						$5.00			1	2013-12-11						Alberta Blue Cross		No	No			$5.00	0
256		65	Snow clearing-1 time rate (per house)						$18.00			1.45	2014-01-03						Gradex Consulting Ltd	Snow	No	No			$26.10	0
257		10	Card 1 Fuel - Paul Badowsky Rockhead (Per month)						$500.00			1	2013-12-12						Petro Canada		No	No			$500.00	0
258		20	Card 3 Fuel - Yves Lamoureux (per month)						$300.00			1	2013-12-12						Petro Canada		No	No			$300.00	0
259		30	Card 6 Fuel - Mike Salvalaggio (per month)						$750.00			1	2013-12-12						Petro Canada		No	No			$750.00	0
260		40	Card 10 Fuel - Fred Smith (per month)						$500.00			1	2013-12-12						Petro Canada		No	No			$500.00	0
261		10	Espresso Excelsior Beans (2kg)						$33.00			1.45	2013-12-12						Bilotta Food Equipment		No	No			$47.85	0
262		10	Metered Water Usage (Showhome)						$40.00			1.45	2013-12-12						Strathcona County	Water Usage	No	No			$58.00	0
264		30	Metered Water Usage (98 Sioux Road)									1.45	2013-12-12						Strathcona County	Water Usage	No	No			$0.00	0
265		40	Metered Water Usage (106 Sioux Road)									1.45	2013-12-12						Strathcona County	Water Usage	No	No			$0.00	0
266		10	Showhome Sign Placement (per weekend)						$125.00			1.45	2013-12-13						Brent Volk		No	No			$181.25	0
267		15	Per page usage BW (Estimate per quarter)						$0.01			1.45	2013-12-17					New Ricoh MP C3003	Ricoh		No	No			$0.02	0
268		20	Per page usage colour (Estimate per quarter)						$0.09			1.45	2013-12-17					New Ricoh MP C3003	Ricoh		No	No			$0.13	0
269		10	Monthly Power Usage - Completed Spec Home						$120.00			1	2013-12-08						EPCOR Energy Services Inc		No	No			$120.00	0
270		20	Monthly Power Usage - Showhome 1041						$220.00			1	2013-12-08						EPCOR Energy Services Inc		No	No			$220.00	0
271		30	Monthly Power Usage - WIP						$140.00			1	2013-12-08						EPCOR Energy Services Inc		No	No			$140.00	0
274		10	"Sharpen set of 3 8"" HSS Jointer knives"						$13.97			1	2013-12-19						All Blades Canada Inc	Knives	No	No			$13.97	0
275		40	Sharpen 10in/12in-80t blade						$26.63			1	2013-12-19						All Blades Canada Inc	Saw Blades	No	No			$26.63	0
276		50	Sharpen 14in-108t blade						$35.32			1	2013-12-19						All Blades Canada Inc	Saw Blades	No	No			$35.32	0
277		60	Sharpen scoring set						$21.20			1	2013-12-19						All Blades Canada Inc	Saw Blades	No	No			$21.20	0
278		70	Sharpen small corner round router bit						$10.60			1	2013-12-19						All Blades Canada Inc	Router Bits	No	No			$10.60	0
279		80	Sharpen medium corner round router bit						$11.95			1	2013-12-19						All Blades Canada Inc	Router Bits	No	No			$11.95	0
280		20	Sharpen 10in/12in-24t rip blade						$19.02			1	2013-12-19						All Blades Canada Inc	Saw Blades	No	No			$19.02	0
281		30	Sharpen 10in/12in-50t blade						$22.28			1	2013-12-19						All Blades Canada Inc	Saw Blades	No	No			$22.28	0
282		10	Gallon of Super Acrylic II Eggshell						$43.31			1.45	2013-12-19						Cloverdale Paint Inc	Paint	No	No			$62.80	0
283		10	P Cann toilet rental (Per month)						$125.00			1.45	2013-12-19						P CANN		No	No			$181.25	0
284		10	Fill propane cylinder (100lb)						$71.43			1.45	2013-12-19						Western One Heat & Propane		No	No			$103.57	0
285		80	Monthly Power Usage - 52105 RR225						$700.00			1	2014-01-09						Enmax Energy		No	No			$700.00	0
286		40	Monthly Power Usage - Office 82 Sioux Road						$100.00			1	2014-01-09						Enmax Energy		No	No			$100.00	0
287		50	Monthly Power Usage - Office 90 Sioux Road						$300.00			1	2014-01-09						Enmax Energy		No	No			$300.00	0
288		10	Propane - Fixed Price Cylinder						$187.62			1.45	2014-01-09						Hughes Petroleum Ltd		No	No			$272.05	0
289		50	0-1000sqft development permit						$100.00			1.45	2014-01-10						Strathcona County	Permits	No	No			$145.00	0
290		60	1001-1500sqft development permit						$225.00			1.45	2012-06-04						Strathcona County	Permits	No	No			$326.25	0
292		20	6Ft-8Ft 0 in wall with box						$21.00			1.45	2014-01-14					Price per lineal ft	Fearon Contracting		No	No			$30.45	0
293		30	8ft 4 in wall with box						$21.00			1.45	2014-01-14					Price per lineal ft	Fearon Contracting		No	No			$30.45	0
294		40	9ft 0 in wall with box						$25.00			1.45	2014-01-14					Price per lineal ft	Fearon Contracting		No	No			$36.25	0
295		12	4ft or 5ft wall with box						$19.00			1.45	2014-01-14					Price per lineal ft	Fearon Contracting		No	No			$27.55	0
296		11	Walkout Grade Beam						$13.00			1.45	2014-01-14					Price per lineal ft	Fearon Contracting		No	No			$18.85	0
297		70	45 degree angles - 4ft						$30.00			1.45	2014-01-14					Each@	Fearon Contracting		No	No			$43.50	0
298		80	45 degree angles - 8ft & 9ft						$60.00			1.45	2014-01-14					Each @	Fearon Contracting		No	No			$87.00	0
299		90	Window bucks or doors						$60.00			1.45	2014-01-14					Each @	Fearon Contracting		No	No			$87.00	0
300		100	Stepped footings						$75.00			1.45	2014-01-14					Each @	Fearon Contracting		No	No			$108.75	0
301		110	Upcharge for walkout						$600.00			1.45	2014-01-14						Fearon Contracting		No	No			$870.00	0
302		120	Nails						$20.00			1.45	2014-01-14					Each @	Fearon Contracting		No	No			$29.00	0
303		130	Siding strips (per wall)						$50.00			1.45	2014-01-14					Each @	Fearon Contracting		No	No			$72.50	0
304		10	Grade beam labor						$13.50			1.45	2014-01-14					Price per lineal ft	Kulka Enterprises Inc		No	No			$19.58	0
305		20	3ft Grade beam labor						$15.00			1.45	2014-01-14					Price per lineal ft	Kulka Enterprises Inc		No	No			$21.75	0
306		30	4ft Grade beam labor						$17.00			1.45	2014-01-14					Price per lineal ft	Kulka Enterprises Inc		No	No			$24.65	0
